tract_geoid,county_fips,tract_name,land_area_sqmi,centroid_lat,centroid_lon,name,total_population,female_50_54,female_55_59,female_60_61,female_62_64,female_65_66,female_67_69,female_70_74,population_below_poverty,poverty_universe,households_no_vehicle,households_vehicle_universe,state,county,tract,eligible_population,poverty_pct,no_vehicle_pct,population_density_per_sqmi
37085071004,37085,,8.836,35.5144493,-78.8005485,Census Tract 710.04; Harnett County; North Carolina,1903,46,100,0,76,10,13,6,149,1883,25,715,NC,085,071004,251,7.912904938927244,3.4965034965034967,215.3689452240833
37085071101,37085,,42.95,35.4586669,-78.9456639,Census Tract 711.01; Harnett County; North Carolina,3683,137,39,58,19,77,7,41,646,3653,56,1379,NC,085,071101,378,17.684095264166437,4.060913705583756,85.75087310826542
37085071102,37085,,51.478,35.3947366,-78.9460203,Census Tract 711.02; Harnett County; North Carolina,5349,256,266,8,9,80,37,123,536,5334,109,1895,NC,085,071102,779,10.048743907011623,5.75197889182058,103.90846575236023
37085071201,37085,,22.818,35.281006,-78.8762149,Census Tract 712.01; Harnett County; North Carolina,2359,47,58,8,44,11,81,33,203,2359,3,886,NC,085,071201,282,8.6053412462908,0.33860045146726864,103.38329389078797
37085071202,37085,,3.792,35.2432524,-78.9493467,Census Tract 712.02; Harnett County; North Carolina,4130,175,69,48,20,30,19,16,751,4115,86,1350,NC,085,071202,377,18.25030376670717,6.37037037037037,1089.1350210970465
37085071203,37085,,9.19,35.2317358,-78.9722256,Census Tract 712.03; Harnett County; North Carolina,2874,92,48,5,21,11,20,65,586,2874,60,925,NC,085,071203,262,20.389700765483646,6.486486486486487,312.7312295973885
37085071204,37085,,20.783,35.2967721,-78.9390058,Census Tract 712.04; Harnett County; North Carolina,8601,266,158,45,133,78,67,38,2067,8596,37,2657,NC,085,071204,785,24.046067938576083,1.3925479864508845,413.84785642111336
37085071301,37085,,36.013,35.3618359,-79.0452464,Census Tract 713.01; Harnett County; North Carolina,4042,122,98,55,64,44,24,81,688,4042,7,1472,NC,085,071301,488,17.02127659574468,0.47554347826086957,112.23724766056702
37085071302,37085,,9.881,35.3115042,-79.054283,Census Tract 713.02; Harnett County; North Carolina,7849,233,154,35,131,50,42,57,345,7849,144,2346,NC,085,071302,702,4.3954643903682,6.138107416879795,794.3527982997672
37085071303,37085,,16.068,35.2816455,-79.018001,Census Tract 713.03; Harnett County; North Carolina,11704,362,191,60,134,127,232,137,487,11704,17,3929,NC,085,071303,1243,4.16097060833903,0.4326800712649529,728.4042818023399
37085071401,37085,,21.886,35.2997042,-79.1317615,Census Tract 714.01; Harnett County; North Carolina,5077,193,85,29,103,101,11,84,1180,5072,70,1734,NC,085,071401,606,23.264984227129336,4.036908881199539,231.97477839714887
37085071402,37085,,48.733,35.2299302,-79.1255869,Census Tract 714.02; Harnett County; North Carolina,10601,248,165,43,141,64,41,108,2041,10575,79,3152,NC,085,071402,810,19.300236406619387,2.5063451776649748,217.53226766256952
37087920101,37087,,54.162,35.65248,-83.0287986,Census Tract 9201.01; Haywood County; North Carolina,3782,206,86,31,167,88,82,139,536,3770,12,1549,NC,087,920101,799,14.217506631299734,0.7746933505487411,69.82755437391529
37087920102,37087,,104.037,35.6767014,-82.9582344,Census Tract 9201.02; Haywood County; North Carolina,4107,92,125,67,164,101,69,158,452,4069,5,1771,NC,087,920102,776,11.10838043745392,0.282326369282891,39.4763401482165
37087920201,37087,,6.937,35.5646533,-82.8675398,Census Tract 9202.01; Haywood County; North Carolina,1398,132,40,34,98,18,6,90,96,1398,70,710,NC,087,920201,418,6.866952789699571,9.859154929577464,201.52803805679687
37087920202,37087,,21.869,35.5746614,-82.8146426,Census Tract 9202.02; Haywood County; North Carolina,5205,146,155,73,212,93,277,49,669,5168,16,2132,NC,087,920202,1005,12.945046439628483,0.7504690431519699,238.00813937537154
37087920300,37087,,6.414,35.5232452,-82.8142703,Census Tract 9203; Haywood County; North Carolina,3274,104,156,11,64,120,37,48,823,3193,48,1415,NC,087,920300,540,25.775133103664267,3.392226148409894,510.4458995946367
37087920400,37087,,4.272,35.5287002,-82.8622947,Census Tract 9204; Haywood County; North Carolina,2234,29,80,50,36,104,16,45,146,2219,32,888,NC,087,920400,360,6.579540333483551,3.6036036036036037,522.940074906367
37087920501,37087,,9.018,35.5583058,-82.9192627,Census Tract 9205.01; Haywood County; North Carolina,2245,74,130,36,50,16,72,65,106,2179,63,847,NC,087,920501,443,4.864616796695732,7.43801652892562,248.9465513417609
37087920502,37087,,6.53,35.5279725,-82.9118176,Census Tract 9205.02; Haywood County; North Carolina,4944,191,149,24,105,26,136,204,528,4897,83,1948,NC,087,920502,835,10.782111496834796,4.260780287474333,757.1209800918836
37087920601,37087,,9.402,35.5451844,-82.991171,Census Tract 9206.01; Haywood County; North Carolina,2158,93,37,8,11,135,42,118,264,2141,68,1017,NC,087,920601,444,12.330686595049043,6.686332350049164,229.52563284407574
37087920602,37087,,4.465,35.5220183,-82.9844133,Census Tract 9206.02; Haywood County; North Carolina,2941,61,126,24,136,12,41,90,288,2941,105,1234,NC,087,920602,490,9.792587555253315,8.508914100486225,658.6786114221725
37087920701,37087,,26.206,35.5110466,-83.1162285,Census Tract 9207.01; Haywood County; North Carolina,2563,50,122,50,46,40,58,220,246,2510,20,1139,NC,087,920701,586,9.800796812749004,1.7559262510974538,97.80203006944974
37087920702,37087,,8.923,35.5317237,-83.0725236,Census Tract 9207.02; Haywood County; North Carolina,1807,50,72,30,33,44,76,153,288,1802,24,812,NC,087,920702,458,15.982241953385127,2.955665024630542,202.51036646867647
37087920800,37087,,16.42,35.4780805,-83.0476476,Census Tract 9208; Haywood County; North Carolina,3821,230,158,49,45,60,168,165,525,3821,27,1572,NC,087,920800,875,13.739858675739335,1.717557251908397,232.7040194884287
37087920900,37087,,1.15,35.4931326,-82.9957015,Census Tract 9209; Haywood County; North Carolina,1782,65,30,11,38,35,27,51,289,1757,84,993,NC,087,920900,257,16.44849174729653,8.459214501510575,1549.5652173913045
37087921000,37087,,6.572,35.5051763,-82.9601162,Census Tract 9210; Haywood County; North Carolina,3173,83,59,51,102,36,41,162,366,3068,43,1475,NC,087,921000,534,11.929595827900913,2.9152542372881354,482.8058429701765
37087921100,37087,,4.009,35.4681455,-82.9768496,Census Tract 9211; Haywood County; North Carolina,2784,95,59,13,145,33,85,56,800,2704,144,1176,NC,087,921100,486,29.585798816568047,12.244897959183673,694.4375155899227
37087921201,37087,,0.964,35.4769051,-83.0034989,Census Tract 9212.01; Haywood County; North Carolina,1777,39,172,14,7,21,67,46,193,1731,91,746,NC,087,921201,366,11.149624494511842,12.198391420911529,1843.3609958506224
37087921202,37087,,26.772,35.4222498,-83.0108423,Census Tract 9212.02; Haywood County; North Carolina,4289,272,251,37,86,52,104,97,181,4216,20,1996,NC,087,921202,899,4.293168880455408,1.002004008016032,160.20469146869866
37087921301,37087,,73.644,35.410828,-82.9156129,Census Tract 9213.01; Haywood County; North Carolina,3762,61,176,68,115,108,91,91,346,3762,28,1655,NC,087,921301,710,9.197235513024987,1.6918429003021147,51.083591331269346
37087921302,37087,,66.229,35.4220846,-82.827011,Census Tract 9213.02; Haywood County; North Carolina,4616,153,296,21,139,44,30,125,974,4490,95,2048,NC,087,921302,808,21.692650334075722,4.638671875,69.69756451101482
37087980100,37087,,95.568,35.6629829,-83.136598,Census Tract 9801; Haywood County; North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,NC,087,980100,0,,,0.0
37089930100,37089,,53.035,35.446124,-82.3488867,Census Tract 9301; Henderson County; North Carolina,4777,74,159,73,144,17,133,150,998,4769,113,1947,NC,089,930100,750,20.92681903963095,5.803800719054957,90.07259357028379
37089930201,37089,,16.438,35.3206024,-82.3610945,Census Tract 9302.01; Henderson County; North Carolina,4615,188,126,10,36,41,77,203,1101,4570,41,1531,NC,089,930201,681,24.091903719912473,2.6779882429784454,280.75191629151965
37089930202,37089,,13.149,35.3698348,-82.3166263,Census Tract 9302.02; Henderson County; North Carolina,3089,272,197,8,71,61,43,100,314,3089,68,1330,NC,089,930202,752,10.16510197474911,5.112781954887218,234.92280781808503
37089930301,37089,,4.855,35.3643901,-82.3894118,Census Tract 9303.01; Henderson County; North Carolina,4488,80,207,53,248,59,96,317,846,4488,43,2268,NC,089,930301,1060,18.850267379679146,1.8959435626102292,924.4078269824922
37089930302,37089,,7.807,35.3194367,-82.4002855,Census Tract 9303.02; Henderson County; North Carolina,3384,149,189,47,51,92,86,91,302,3327,32,1537,NC,089,930302,705,9.077246768860835,2.0819778789850356,433.45715383630073
37089930401,37089,,5.871,35.3855004,-82.4375723,Census Tract 9304.01; Henderson County; North Carolina,2709,26,96,37,51,49,41,66,173,2709,32,1090,NC,089,930401,366,6.386120339608712,2.9357798165137616,461.4205416453755
37089930402,37089,,9.456,35.3878393,-82.4031908,Census Tract 9304.02; Henderson County; North Carolina,3254,157,132,70,132,68,91,238,436,3235,107,1529,NC,089,930402,888,13.47758887171561,6.998037933289732,344.1201353637902
37089930501,37089,,7.301,35.3972583,-82.4940408,Census Tract 9305.01; Henderson County; North Carolina,5251,85,240,0,63,0,18,196,325,5138,137,2093,NC,089,930501,602,6.3254184507590505,6.5456282847587195,719.2165456786742
37089930502,37089,,12.913,35.4298053,-82.4592153,Census Tract 9305.02; Henderson County; North Carolina,5727,116,202,58,49,137,148,225,548,5668,44,2102,NC,089,930502,935,9.668313338038109,2.093244529019981,443.50654379307673
37089930600,37089,,4.257,35.4258102,-82.5186657,Census Tract 9306; Henderson County; North Carolina,4739,204,242,119,122,33,137,235,180,4591,48,2284,NC,089,930600,1092,3.920714441298192,2.1015761821366024,1113.2252760159738
37089930701,37089,,20.417,35.4214341,-82.5982944,Census Tract 9307.01; Henderson County; North Carolina,3886,100,107,14,132,158,32,94,246,3848,0,1443,NC,089,930701,637,6.392931392931393,0.0,190.3315864230788
37089930702,37089,,25.633,35.3737029,-82.6145278,Census Tract 9307.02; Henderson County; North Carolina,4622,186,167,203,103,49,96,143,209,4606,38,1717,NC,089,930702,947,4.537559704732957,2.21316249271986,180.3144384192252
37089930703,37089,,11.529,35.3283433,-82.5949296,Census Tract 9307.03; Henderson County; North Carolina,6127,146,193,34,220,217,132,216,567,6127,97,2599,NC,089,930703,1158,9.254121103313205,3.7322046941131206,531.4424494752363
37089930800,37089,,6.043,35.3722524,-82.5041352,Census Tract 9308; Henderson County; North Carolina,5261,219,185,21,155,27,118,118,503,5100,22,2132,NC,089,930800,843,9.862745098039216,1.0318949343339587,870.5940757901705
37089930900,37089,,2.966,35.3526442,-82.4887503,Census Tract 9309; Henderson County; North Carolina,2945,80,74,47,46,76,69,146,169,2945,0,1333,NC,089,930900,538,5.738539898132428,0.0,992.9197572488199
37089931000,37089,,7.277,35.3382355,-82.4401626,Census Tract 9310; Henderson County; North Carolina,6131,209,85,53,80,167,174,227,1037,5776,388,2837,NC,089,931000,995,17.95360110803324,13.67641875220303,842.517520956438
37089931100,37089,,1.276,35.3257405,-82.4667406,Census Tract 9311; Henderson County; North Carolina,2523,60,100,6,59,18,21,49,332,2523,23,1146,NC,089,931100,313,13.158937772493063,2.006980802792321,1977.2727272727273
37089931200,37089,,0.994,35.3154556,-82.4659348,Census Tract 9312; Henderson County; North Carolina,2169,177,93,14,36,111,56,52,447,2016,22,1016,NC,089,931200,539,22.172619047619047,2.1653543307086616,2182.092555331992
37089931300,37089,,2.598,35.3009696,-82.4460792,Census Tract 9313; Henderson County; North Carolina,3859,130,127,16,105,31,28,134,1244,3859,157,2067,NC,089,931300,571,32.23633065561026,7.595549104983068,1485.373364126251
37089931401,37089,,4.98,35.2733439,-82.4016904,Census Tract 9314.01; Henderson County; North Carolina,4452,195,67,112,62,42,44,87,672,4398,142,1465,NC,089,931401,609,15.279672578444748,9.69283276450512,893.9759036144577
37089931402,37089,,1.828,35.2846215,-82.4275056,Census Tract 9314.02; Henderson County; North Carolina,2452,8,74,34,49,34,11,242,231,2452,47,1106,NC,089,931402,452,9.420880913539968,4.249547920433996,1341.3566739606126
37089931500,37089,,9.603,35.2521635,-82.4612513,Census Tract 9315; Henderson County; North Carolina,4089,173,202,53,126,67,141,307,255,4089,28,1887,NC,089,931500,1069,6.236243580337491,1.483836777954425,425.8044361137145
37089931600,37089,,4.906,35.2896309,-82.4867345,Census Tract 9316; Henderson County; North Carolina,4619,85,323,15,68,84,109,122,407,4519,39,1991,NC,089,931600,806,9.006417348971011,1.9588146659969865,941.5002038320424
37089931700,37089,,3.937,35.3082533,-82.5069863,Census Tract 9317; Henderson County; North Carolina,3327,141,177,77,58,61,97,195,167,3315,17,1456,NC,089,931700,806,5.037707390648567,1.1675824175824177,845.0596901193803
37089931801,37089,,3.477,35.350939,-82.5096253,Census Tract 9318.01; Henderson County; North Carolina,3908,141,71,123,85,69,130,209,255,3908,56,1918,NC,089,931801,828,6.525076765609007,2.9197080291970803,1123.9574345700316
37089931802,37089,,7.151,35.3338516,-82.5241023,Census Tract 9318.02; Henderson County; North Carolina,4135,131,131,54,71,38,192,211,239,4027,8,1752,NC,089,931802,828,5.9349391606655075,0.45662100456621,578.2408054817508
37089931901,37089,,18.381,35.2952319,-82.5690391,Census Tract 9319.01; Henderson County; North Carolina,3676,100,221,56,120,104,139,245,593,3676,16,1739,NC,089,931901,985,16.131664853101196,0.9200690051753881,199.98911919917305
37089931902,37089,,23.564,35.2561105,-82.5437141,Census Tract 9319.02; Henderson County; North Carolina,3422,68,284,35,66,102,101,248,212,3420,8,1652,NC,089,931902,904,6.1988304093567255,0.48426150121065376,145.221524359192
37089932000,37089,,61.519,35.2004803,-82.5247743,Census Tract 9320; Henderson County; North Carolina,4848,160,145,104,138,48,61,148,521,4848,33,2100,NC,089,932000,804,10.746699669966997,1.5714285714285714,78.8049220566004
37089980100,37089,,19.788,35.406264,-82.6936452,Census Tract 9801; Henderson County; North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,NC,089,980100,0,,,0.0
37091950101,37091,,23.274,36.3935629,-77.0849635,Census Tract 9501.01; Hertford County; North Carolina,3557,98,220,16,39,8,44,96,430,2533,102,1150,NC,091,950101,521,16.975917883932095,8.869565217391305,152.8314857781215
37091950102,37091,,89.239,36.4801933,-77.0148701,Census Tract 9501.02; Hertford County; North Carolina,2878,51,32,5,113,40,116,108,993,2873,61,1371,NC,091,950102,465,34.56317438217891,4.449307075127644,32.25047344770784
37091950201,37091,,91.116,36.3048813,-76.8205937,Census Tract 9502.01; Hertford County; North Carolina,2274,46,104,62,27,53,56,103,375,2274,87,1001,NC,091,950201,451,16.49076517150396,8.691308691308691,24.957197418675097
37091950202,37091,,28.157,36.3793517,-76.9584299,Census Tract 9502.02; Hertford County; North Carolina,1729,48,40,46,47,29,28,49,275,1671,90,787,NC,091,950202,287,16.457211250748056,11.435832274459974,61.40568952658309
37091950300,37091,,76.999,36.3069898,-77.1045622,Census Tract 9503; Hertford County; North Carolina,2208,92,58,26,85,26,93,123,209,2208,0,1068,NC,091,950300,503,9.465579710144928,0.0,28.67569708697516
37091950401,37091,,20.802,36.270387,-77.0085834,Census Tract 9504.01; Hertford County; North Carolina,3393,130,201,10,81,53,48,116,1071,3144,115,1303,NC,091,950401,639,34.06488549618321,8.825786646201074,163.10931641188347
37091950402,37091,,23.5,36.2810438,-76.9380357,Census Tract 9504.02; Hertford County; North Carolina,3576,108,161,56,79,72,61,117,827,3529,201,1605,NC,091,950402,654,23.434400680079342,12.523364485981308,152.17021276595744
37091980000,37091,,0.077,36.405067,-76.9591268,Census Tract 9800; Hertford County; North Carolina,293,0,0,0,0,0,0,0,0,0,0,0,NC,091,980000,0,,,3805.194805194805
37093970104,37093,,15.551,35.0306868,-79.1911685,Census Tract 9701.04; Hoke County; North Carolina,4649,139,121,16,95,69,21,79,1109,4649,89,1591,NC,093,970104,540,23.854592385459238,5.593966059082338,298.95183589479774
37093970105,37093,,3.196,35.040266,-79.1107806,Census Tract 9701.05; Hoke County; North Carolina,6326,161,128,24,94,54,90,43,850,6325,74,2179,NC,093,970105,594,13.438735177865613,3.396053235429096,1979.3491864831037
37093970106,37093,,6.711,35.0100249,-79.087308,Census Tract 9701.06; Hoke County; North Carolina,6307,153,217,0,130,53,52,104,754,6273,56,2227,NC,093,970106,709,12.019767256496094,2.5145936237090254,939.8003278199969
37093970107,37093,,10.629,35.0021666,-79.1559211,Census Tract 9701.07; Hoke County; North Carolina,7767,289,281,54,71,13,66,206,986,7766,122,2586,NC,093,970107,980,12.696368787020345,4.717710750193349,730.7366638441998
37093970108,37093,,9.274,34.9727686,-79.0752051,Census Tract 9701.08; Hoke County; North Carolina,5348,223,184,85,21,18,14,95,650,5292,55,2080,NC,093,970108,640,12.282690854119426,2.644230769230769,576.6659478110848
37093970109,37093,,6.18,34.9801262,-79.1430133,Census Tract 9701.09; Hoke County; North Carolina,3788,90,85,13,6,26,17,85,548,3788,13,1302,NC,093,970109,322,14.46673706441394,0.9984639016897081,612.9449838187703
37093970201,37093,,52.51,35.0376466,-79.3534211,Census Tract 9702.01; Hoke County; North Carolina,4552,177,289,136,107,62,61,122,820,4286,83,1702,NC,093,970201,954,19.132057862809145,4.876615746180963,86.68824985717006
37093970202,37093,,60.464,34.9282511,-79.303226,Census Tract 9702.02; Hoke County; North Carolina,4051,95,81,78,82,60,61,85,866,4051,62,1385,NC,093,970202,542,21.37743766971118,4.4765342960288805,66.99854458851549
37093970300,37093,,5.903,34.9835606,-79.2232893,Census Tract 9703; Hoke County; North Carolina,4537,110,135,82,184,54,69,164,908,4234,233,1739,NC,093,970300,798,21.44544166273028,13.39850488786659,768.5922412332712
37093970401,37093,,44.35,34.9036131,-79.1356766,Census Tract 9704.01; Hoke County; North Carolina,3809,82,97,51,67,14,120,85,1019,3750,52,1496,NC,093,970401,516,27.173333333333332,3.4759358288770055,85.88500563697858
