tract_geoid,county_fips,tract_name,land_area_sqmi,centroid_lat,centroid_lon,name,total_population,female_50_54,female_55_59,female_60_61,female_62_64,female_65_66,female_67_69,female_70_74,population_below_poverty,poverty_universe,households_no_vehicle,households_vehicle_universe,state,county,tract,eligible_population,poverty_pct,no_vehicle_pct,population_density_per_sqmi
37031970703,37031,,5.126,34.7901045,-76.863669,Census Tract 9707.03; Carteret County; North Carolina,4420,150,119,64,182,114,21,60,426,3878,84,1749,NC,031,970703,710,10.985043837029396,4.802744425385935,862.2707764338666
37031970704,37031,,55.465,34.8154007,-76.780685,Census Tract 9707.04; Carteret County; North Carolina,2243,94,108,14,67,12,100,77,17,2226,0,986,NC,031,970704,472,0.7637017070979335,0.0,40.439917064815646
37031970801,37031,,10.934,34.7674184,-77.1097582,Census Tract 9708.01; Carteret County; North Carolina,3198,112,47,73,154,24,67,148,198,3179,28,1261,NC,031,970801,625,6.228373702422146,2.2204599524187154,292.48216572160237
37031970804,37031,,13.938,34.7261934,-77.0116721,Census Tract 9708.04; Carteret County; North Carolina,5366,141,188,129,104,91,136,150,101,5364,10,2035,NC,031,970804,939,1.8829231916480238,0.4914004914004914,384.9906729803415
37031970805,37031,,53.764,34.7817392,-77.0184797,Census Tract 9708.05; Carteret County; North Carolina,1773,44,39,21,25,21,34,24,145,1773,6,726,NC,031,970805,208,8.178228990411732,0.8264462809917356,32.97745703444684
37031970806,37031,,5.807,34.6851343,-77.0891914,Census Tract 9708.06; Carteret County; North Carolina,4148,106,95,116,166,105,172,137,294,4148,57,1839,NC,031,970806,897,7.087753134040502,3.099510603588907,714.3103151369037
37031970903,37031,,2.264,34.7011054,-76.9739116,Census Tract 9709.03; Carteret County; North Carolina,1307,69,83,30,39,82,65,87,84,1307,20,699,NC,031,970903,455,6.426931905126243,2.8612303290414878,577.2968197879859
37031970904,37031,,3.447,34.6619405,-77.0692195,Census Tract 9709.04; Carteret County; North Carolina,2627,108,141,39,129,63,146,145,110,2627,0,1241,NC,031,970904,771,4.1872858774267225,0.0,762.1119814331303
37031971003,37031,,2.963,34.6972082,-76.8319128,Census Tract 9710.03; Carteret County; North Carolina,1755,49,90,42,81,26,92,94,90,1747,19,869,NC,031,971003,474,5.151688609044076,2.186421173762946,592.3050961862976
37031971103,37031,,3.389,34.7037851,-76.7332127,Census Tract 9711.03; Carteret County; North Carolina,1772,62,67,71,29,23,33,94,268,1719,30,919,NC,031,971103,379,15.590459569517161,3.264417845484222,522.8681026851579
37031980100,37031,,21.919,34.8007529,-76.3751772,Census Tract 9801; Carteret County; North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,NC,031,980100,0,,,0.0
37031990100,37031,,0.0,34.6651333,-76.839538,Census Tract 9901; Carteret County; North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,NC,031,990100,0,,,
37031990200,37031,,0.0,35.0939085,-76.259355,Census Tract 9902; Carteret County; North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,NC,031,990200,0,,,
37033930100,37033,,53.767,36.4955611,-79.2246812,Census Tract 9301; Caswell County; North Carolina,2118,64,72,0,43,14,126,150,199,2118,33,887,NC,033,930100,469,9.395656279508971,3.7204058624577225,39.39219223687392
37033930200,37033,,91.38,36.4264895,-79.3169707,Census Tract 9302; Caswell County; North Carolina,5114,115,208,67,137,59,114,246,1156,4039,327,1981,NC,033,930200,946,28.620945778658083,16.506814740030286,55.964105931275995
37033930300,37033,,45.367,36.4986396,-79.4247909,Census Tract 9303; Caswell County; North Carolina,4439,134,91,87,104,44,70,87,1012,4189,67,1559,NC,033,930300,617,24.158510384339937,4.297626683771648,97.84645226706638
37033930400,37033,,48.062,36.425188,-79.454496,Census Tract 9304; Caswell County; North Carolina,2505,56,36,39,65,21,55,112,462,2500,11,944,NC,033,930400,384,18.48,1.1652542372881356,52.12017810328326
37033930500,37033,,61.277,36.3006633,-79.4496379,Census Tract 9305; Caswell County; North Carolina,3785,109,149,119,109,68,61,56,546,3685,56,1433,NC,033,930500,671,14.816824966078697,3.9078855547801816,61.76868972044976
37033930600,37033,,125.629,36.3078018,-79.2500418,Census Tract 9306; Caswell County; North Carolina,4443,230,143,50,150,63,128,203,528,4435,38,2026,NC,033,930600,967,11.905298759864712,1.8756169792694966,35.36603809629942
37035010101,37035,,27.171,35.76899,-81.1370266,Census Tract 101.01; Catawba County; North Carolina,6339,340,320,75,128,66,193,184,200,6324,0,2599,NC,035,010101,1306,3.1625553447185326,0.0,233.30020978248868
37035010102,37035,,9.192,35.7172641,-81.1720024,Census Tract 101.02; Catawba County; North Carolina,3978,307,56,26,104,87,117,122,512,3874,132,1772,NC,035,010102,819,13.216313887454827,7.44920993227991,432.7676240208877
37035010201,37035,,10.826,35.78177,-81.2003345,Census Tract 102.01; Catawba County; North Carolina,4589,112,117,103,119,32,56,171,368,4589,77,1845,NC,035,010201,710,8.019176291130965,4.173441734417344,423.8869388509144
37035010203,37035,,7.515,35.7529032,-81.2288099,Census Tract 102.03; Catawba County; North Carolina,2944,111,90,28,41,185,69,117,428,2944,144,1344,NC,035,010203,641,14.53804347826087,10.714285714285714,391.74983366600134
37035010204,37035,,7.435,35.7222789,-81.2421456,Census Tract 102.04; Catawba County; North Carolina,5468,84,44,44,114,95,51,102,711,5320,76,1871,NC,035,010204,534,13.364661654135338,4.061998931052913,735.4404841963685
37035010301,37035,,6.543,35.7888753,-81.257923,Census Tract 103.01; Catawba County; North Carolina,5412,88,204,103,77,69,46,139,643,5392,104,2035,NC,035,010301,726,11.92507418397626,5.11056511056511,827.1435121503897
37035010302,37035,,4.465,35.7816209,-81.2997355,Census Tract 103.02; Catawba County; North Carolina,6020,227,141,53,62,48,51,200,980,6020,230,2520,NC,035,010302,782,16.27906976744186,9.126984126984127,1348.2642777155656
37035010303,37035,,3.394,35.7534982,-81.2686032,Census Tract 103.03; Catawba County; North Carolina,4633,22,268,54,108,43,144,159,802,4632,85,2018,NC,035,010303,798,17.31433506044905,4.2120911793855305,1365.0559811431938
37035010304,37035,,3.526,35.738694,-81.2767062,Census Tract 103.04; Catawba County; North Carolina,4316,175,69,82,46,10,13,123,784,4312,103,1712,NC,035,010304,518,18.181818181818183,6.016355140186916,1224.049914917754
37035010402,37035,,1.713,35.7460033,-81.3237246,Census Tract 104.02; Catawba County; North Carolina,4968,128,102,4,103,28,93,80,862,3911,266,1754,NC,035,010402,538,22.040398874968037,15.16533637400228,2900.175131348511
37035010403,37035,,2.291,35.7661473,-81.3206069,Census Tract 104.03; Catawba County; North Carolina,5559,17,218,40,139,28,67,104,869,5520,278,2458,NC,035,010403,613,15.742753623188406,11.310008136696501,2426.4513312963772
37035010404,37035,,0.886,35.753099,-81.3124947,Census Tract 104.04; Catawba County; North Carolina,2648,125,222,15,43,54,42,0,427,2545,27,1318,NC,035,010404,501,16.777996070726914,2.04855842185129,2988.7133182844245
37035010501,37035,,2.447,35.750487,-81.3459404,Census Tract 105.01; Catawba County; North Carolina,3692,151,100,66,116,52,69,125,210,3627,39,1528,NC,035,010501,679,5.789909015715467,2.5523560209424083,1508.7862689006947
37035010502,37035,,2.754,35.7850527,-81.3338145,Census Tract 105.02; Catawba County; North Carolina,3673,163,171,52,73,57,131,93,122,3673,0,1452,NC,035,010502,740,3.3215355295398856,0.0,1333.6964415395787
37035010600,37035,,3.909,35.74377,-81.3655745,Census Tract 106; Catawba County; North Carolina,6549,79,163,178,119,309,105,154,790,6362,28,2965,NC,035,010600,1107,12.417478780257781,0.9443507588532883,1675.3645433614736
37035010700,37035,,1.45,35.7257957,-81.375382,Census Tract 107; Catawba County; North Carolina,2416,62,43,86,50,72,21,89,316,2416,215,964,NC,035,010700,423,13.079470198675496,22.30290456431535,1666.2068965517242
37035010900,37035,,2.017,35.7214302,-81.3325203,Census Tract 109; Catawba County; North Carolina,3832,117,89,35,87,33,70,77,1625,3823,221,1528,NC,035,010900,508,42.50588543029035,14.463350785340314,1899.8512642538424
37035011000,37035,,6.484,35.7196933,-81.2931583,Census Tract 110; Catawba County; North Carolina,2881,97,49,58,38,21,35,49,933,2751,31,991,NC,035,011000,347,33.91494002181025,3.1281533804238144,444.3244910549044
37035011101,37035,,11.364,35.696628,-81.3846002,Census Tract 111.01; Catawba County; North Carolina,3156,116,57,69,39,5,83,130,470,3156,89,1268,NC,035,011101,499,14.892268694550063,7.018927444794953,277.7191129883843
37035011102,37035,,11.927,35.6904207,-81.3233771,Census Tract 111.02; Catawba County; North Carolina,8476,357,321,157,99,35,29,165,959,8411,162,3343,NC,035,011102,1163,11.401735822137677,4.845946754412204,710.6564936698248
37035011200,37035,,5.014,35.6671478,-81.2289815,Census Tract 112; Catawba County; North Carolina,5501,170,221,135,112,32,160,205,407,5222,85,2199,NC,035,011200,1035,7.793948678667177,3.8653933606184627,1097.1280414838452
37035011300,37035,,10.534,35.6701747,-81.1936768,Census Tract 113; Catawba County; North Carolina,7429,208,190,59,132,56,49,235,827,7429,84,2946,NC,035,011300,929,11.13205007403419,2.8513238289205702,705.240174672489
37035011401,37035,,13.008,35.6953693,-81.1390943,Census Tract 114.01; Catawba County; North Carolina,3681,122,57,145,146,91,37,80,730,3666,123,1782,NC,035,011401,678,19.912711402073104,6.902356902356902,282.979704797048
37035011402,37035,,16.917,35.6449024,-81.127896,Census Tract 114.02; Catawba County; North Carolina,3734,79,113,43,195,71,46,80,485,3575,79,1569,NC,035,011402,627,13.566433566433567,5.035054174633524,220.72471478394513
37035011501,37035,,34.666,35.6380086,-81.0599367,Census Tract 115.01; Catawba County; North Carolina,5577,439,140,143,43,108,137,138,634,5566,248,2527,NC,035,011501,1148,11.390585698886094,9.814008705975464,160.87809380949636
37035011503,37035,,24.248,35.6501681,-80.9998809,Census Tract 115.03; Catawba County; North Carolina,3992,223,203,91,179,29,113,78,135,3992,45,1626,NC,035,011503,916,3.381763527054108,2.7675276752767526,164.63213460903992
37035011505,37035,,8.606,35.590104,-80.9838978,Census Tract 115.05; Catawba County; North Carolina,3672,100,212,157,132,98,156,154,116,3636,49,1714,NC,035,011505,1009,3.1903190319031904,2.8588098016336057,426.67906112014873
37035011506,37035,,6.035,35.5566814,-81.0120491,Census Tract 115.06; Catawba County; North Carolina,3872,172,154,33,52,74,121,57,200,3872,63,1541,NC,035,011506,663,5.1652892561983474,4.08825438027255,641.5907207953604
37035011601,37035,,16.675,35.6116762,-81.1722526,Census Tract 116.01; Catawba County; North Carolina,5081,378,101,55,72,10,171,101,698,4782,10,1697,NC,035,011601,888,14.596403178586366,0.5892751915144372,304.7076461769115
37035011602,37035,,19.665,35.5758659,-81.1305017,Census Tract 116.02; Catawba County; North Carolina,5420,209,293,107,52,59,139,107,765,5420,104,2083,NC,035,011602,966,14.114391143911439,4.99279884781565,275.61657767607426
37035011701,37035,,13.606,35.6698506,-81.2658481,Census Tract 117.01; Catawba County; North Carolina,4997,156,192,19,60,48,80,210,421,4970,34,1879,NC,035,011701,765,8.470824949698189,1.809473124002129,367.26444215787154
37035011702,37035,,34.761,35.5977295,-81.2771671,Census Tract 117.02; Catawba County; North Carolina,6948,265,398,73,139,65,134,245,798,6852,28,2825,NC,035,011702,1319,11.646234676007005,0.9911504424778761,199.87917493742987
37035011801,37035,,17.86,35.6536727,-81.4029024,Census Tract 118.01; Catawba County; North Carolina,6360,292,169,26,202,71,146,223,575,6360,66,2220,NC,035,011801,1129,9.040880503144654,2.972972972972973,356.1030235162374
37035011802,37035,,52.47,35.606288,-81.4079111,Census Tract 118.02; Catawba County; North Carolina,5760,116,377,58,177,87,53,136,644,5531,113,2334,NC,035,011802,1004,11.643464111372266,4.841473864610111,109.7770154373928
37037020103,37037,,10.992,35.8420429,-79.053972,Census Tract 201.03; Chatham County; North Carolina,5651,135,197,66,245,18,130,246,85,5496,14,2118,NC,037,020103,1037,1.5465793304221251,0.6610009442870632,514.1011644832605
37037020104,37037,,15.811,35.7960684,-79.053233,Census Tract 201.04; Chatham County; North Carolina,6123,110,107,132,223,151,292,378,323,6071,78,2821,NC,037,020104,1393,5.320375555921594,2.7649769585253456,387.2620327620011
37037020105,37037,,8.748,35.840544,-79.1118722,Census Tract 201.05; Chatham County; North Carolina,8630,509,144,80,267,95,103,439,409,8594,53,3262,NC,037,020105,1637,4.759134279730044,1.624770079705702,986.5112025605854
37037020107,37037,,19.508,35.8490588,-79.1887939,Census Tract 201.07; Chatham County; North Carolina,2737,104,132,27,112,64,35,118,602,2737,0,1106,NC,037,020107,592,21.994884910485933,0.0,140.3014148041829
37037020108,37037,,10.88,35.8061687,-79.1341007,Census Tract 201.08; Chatham County; North Carolina,1968,52,86,29,28,40,34,81,146,1968,5,813,NC,037,020108,350,7.41869918699187,0.6150061500615006,180.88235294117646
37037020201,37037,,59.115,35.8018211,-79.4505658,Census Tract 202.01; Chatham County; North Carolina,3020,131,57,15,72,28,25,217,175,3000,33,1303,NC,037,020201,545,5.833333333333333,2.532617037605526,51.086864585976485
37037020202,37037,,47.904,35.7996844,-79.2649943,Census Tract 202.02; Chatham County; North Carolina,3921,154,223,133,192,58,98,164,185,3921,35,1680,NC,037,020202,1022,4.718184136699821,2.0833333333333335,81.85120240480961
37037020203,37037,,52.516,35.7291272,-79.3082367,Census Tract 202.03; Chatham County; North Carolina,2412,67,64,58,61,40,19,52,469,2359,24,1012,NC,037,020203,361,19.881305637982194,2.3715415019762847,45.92885977606825
37037020300,37037,,55.849,35.6925992,-79.4750166,Census Tract 203; Chatham County; North Carolina,3148,94,105,27,69,35,80,51,260,3135,19,1171,NC,037,020300,461,8.293460925039872,1.6225448334756618,56.36627334419596
37037020401,37037,,7.059,35.71226,-79.464917,Census Tract 204.01; Chatham County; North Carolina,6461,148,179,133,51,43,102,116,2340,6317,64,2287,NC,037,020401,772,37.04290011081209,2.7984258854394404,915.2854511970534
37037020402,37037,,10.211,35.7506809,-79.4658257,Census Tract 204.02; Chatham County; North Carolina,4841,165,449,62,65,41,71,63,1361,4805,172,1811,NC,037,020402,916,28.324661810613943,9.497515184980674,474.0965625306042
37037020500,37037,,82.191,35.5912562,-79.4799628,Census Tract 205; Chatham County; North Carolina,3893,134,55,21,68,62,133,49,426,3893,23,1452,NC,037,020500,522,10.942717698433086,1.584022038567493,47.36528330352471
37037020600,37037,,117.146,35.6050544,-79.2879184,Census Tract 206; Chatham County; North Carolina,4631,202,318,105,48,114,149,208,396,4563,7,1944,NC,037,020600,1144,8.678500986193294,0.360082304526749,39.53186621822341
37037020702,37037,,88.647,35.6676277,-79.0132905,Census Tract 207.02; Chatham County; North Carolina,4998,121,299,59,99,88,176,142,288,4998,31,1994,NC,037,020702,984,5.762304921968788,1.5546639919759278,56.38092659650072
37037020703,37037,,13.041,35.8269453,-78.9471728,Census Tract 207.03; Chatham County; North Carolina,5091,129,190,98,81,75,192,394,52,5091,39,2534,NC,037,020703,1159,1.0214103319583578,1.5390686661404893,390.3841729928686
37037020704,37037,,11.703,35.8445461,-78.9899416,Census Tract 207.04; Chatham County; North Carolina,3011,197,50,55,16,3,10,112,349,2896,107,1350,NC,037,020704,443,12.05110497237569,7.925925925925926,257.28445697684356
37037020801,37037,,30.048,35.7085378,-79.2112,Census Tract 208.01; Chatham County; North Carolina,4517,171,123,169,57,60,140,156,276,4471,117,2144,NC,037,020801,876,6.173115634086334,5.457089552238806,150.32614483493077
37037020802,37037,,17.023,35.7524973,-79.1305411,Census Tract 208.02; Chatham County; North Carolina,2400,53,29,64,79,65,32,62,384,2400,14,1079,NC,037,020802,384,16.0,1.2974976830398517,140.98572519532397
37037020803,37037,,23.09,35.7101189,-79.0996646,Census Tract 208.03; Chatham County; North Carolina,2698,185,40,37,31,58,37,52,233,2583,11,1123,NC,037,020803,440,9.020518776616338,0.9795191451469278,116.84711996535297
37039930101,37039,,4.505,35.1895975,-83.8270108,Census Tract 9301.01; Cherokee County; North Carolina,2329,106,94,17,17,10,26,115,451,2289,77,1095,NC,039,930101,385,19.702927042376583,7.031963470319635,516.9811320754717
37039930102,37039,,48.188,35.2082598,-83.7809255,Census Tract 9301.02; Cherokee County; North Carolina,2010,22,188,25,85,14,30,56,334,2010,16,1022,NC,039,930102,420,16.616915422885572,1.5655577299412915,41.71162945131568
37039930200,37039,,39.219,35.1843905,-83.8964523,Census Tract 9302; Cherokee County; North Carolina,2326,75,112,36,65,54,32,112,161,2326,24,898,NC,039,930200,486,6.921754084264832,2.6726057906458798,59.30798847497386
37039930300,37039,,137.023,35.188467,-84.1095902,Census Tract 9303; Cherokee County; North Carolina,2492,78,94,45,44,83,98,54,154,2492,80,1026,NC,039,930300,496,6.179775280898877,7.797270955165692,18.18672777562891
37039930401,37039,,36.254,35.1178055,-83.9475405,Census Tract 9304.01; Cherokee County; North Carolina,4131,110,191,67,139,73,148,190,719,4028,126,1751,NC,039,930401,918,17.85004965243297,7.19588806396345,113.94604733270812
37039930402,37039,,18.09,35.1628397,-83.9838,Census Tract 9304.02; Cherokee County; North Carolina,1747,128,28,0,29,10,83,34,198,1639,90,800,NC,039,930402,312,12.080536912751677,11.25,96.57269209508016
37039930501,37039,,18.422,35.0344754,-83.9938475,Census Tract 9305.01; Cherokee County; North Carolina,1975,71,114,40,61,45,105,83,48,1961,27,890,NC,039,930501,519,2.4477307496175422,3.033707865168539,107.20877212029096
37039930502,37039,,21.89,35.0392653,-84.0466021,Census Tract 9305.02; Cherokee County; North Carolina,3844,132,106,82,146,45,327,222,406,3844,113,1725,NC,039,930502,1060,10.56191467221644,6.550724637681159,175.60529922338966
37039930603,37039,,47.903,35.1040991,-84.1844493,Census Tract 9306.03; Cherokee County; North Carolina,1839,118,79,25,77,47,61,141,319,1839,35,840,NC,039,930603,548,17.346383904295813,4.166666666666667,38.39007995323884
37039930604,37039,,10.702,35.0187683,-84.0969495,Census Tract 9306.04; Cherokee County; North Carolina,1899,56,46,28,19,20,115,64,476,1899,50,985,NC,039,930604,348,25.06582411795682,5.0761421319796955,177.44346851055877
37039930605,37039,,23.906,35.0065044,-84.219099,Census Tract 9306.05; Cherokee County; North Carolina,2075,45,127,16,25,57,53,60,138,2075,12,888,NC,039,930605,383,6.650602409638554,1.3513513513513513,86.79829331548565
37039930606,37039,,49.437,35.0645601,-84.2480484,Census Tract 9306.06; Cherokee County; North Carolina,2895,12,67,99,85,68,57,73,218,2895,115,1321,NC,039,930606,461,7.530224525043178,8.70552611657835,58.55937860307058
37041930101,37041,,9.287,36.0477077,-76.6502487,Census Tract 9301.01; Chowan County; North Carolina,5144,126,122,132,108,193,141,325,1282,4930,369,2252,NC,041,930101,1147,26.004056795131845,16.385435168738898,553.8925379562829
37041930102,37041,,43.451,36.0504378,-76.5032702,Census Tract 9301.02; Chowan County; North Carolina,2096,77,102,8,133,17,93,74,131,2096,17,1032,NC,041,930102,504,6.25,1.6472868217054264,48.23824537985317
37041930201,37041,,72.306,36.2298053,-76.6631703,Census Tract 9302.01; Chowan County; North Carolina,4569,143,221,40,99,70,115,59,820,4568,90,1962,NC,041,930201,747,17.950963222416814,4.587155963302752,63.189776782009794
37041930202,37041,,47.613,36.1279996,-76.6341756,Census Tract 9302.02; Chowan County; North Carolina,2027,72,112,10,60,62,97,59,365,2016,123,888,NC,041,930202,472,18.10515873015873,13.85135135135135,42.57240669565035
37043950101,37043,,54.512,35.0143215,-83.6527575,Census Tract 9501.01; Clay County; North Carolina,3106,51,120,75,100,67,95,133,511,3106,38,1537,NC,043,950101,641,16.45202833226014,2.47234873129473,56.97828001174054
37043950102,37043,,109.445,35.1206932,-83.7653432,Census Tract 9501.02; Clay County; North Carolina,2690,65,57,133,86,219,108,99,267,2685,40,1296,NC,043,950102,767,9.94413407821229,3.0864197530864197,24.57855543880488
37043950201,37043,,19.64,35.011419,-83.8457485,Census Tract 9502.01; Clay County; North Carolina,2967,180,38,34,122,14,28,66,210,2788,195,1184,NC,043,950201,482,7.532281205164993,16.469594594594593,151.0692464358452
37043950202,37043,,31.404,35.0348741,-83.9210014,Census Tract 9502.02; Clay County; North Carolina,2847,80,30,104,125,69,160,146,464,2690,54,1064,NC,043,950202,714,17.24907063197026,5.075187969924812,90.65724111578143
37045950101,37045,,81.093,35.5118631,-81.595982,Census Tract 9501.01; Cleveland County; North Carolina,4875,354,37,36,74,64,158,183,550,4868,89,1867,NC,045,950101,906,11.298274445357436,4.767005891805034,60.116162924050165
37045950102,37045,,38.173,35.4191855,-81.6513063,Census Tract 9501.02; Cleveland County; North Carolina,2380,64,143,38,133,38,34,180,418,2377,39,1039,NC,045,950102,630,17.58519141775347,3.753609239653513,62.347732690645216
37045950200,37045,,35.939,35.4081477,-81.5292883,Census Tract 9502; Cleveland County; North Carolina,4530,160,210,18,58,106,54,108,700,4530,111,1739,NC,045,950200,714,15.45253863134658,6.382978723404255,126.0469128245082
37045950301,37045,,24.455,35.3533172,-81.4436889,Census Tract 9503.01; Cleveland County; North Carolina,4503,192,61,133,75,28,129,168,539,4503,41,1806,NC,045,950301,786,11.969797912502775,2.2702104097452933,184.13412390104276
37045950302,37045,,22.101,35.287794,-81.4128355,Census Tract 9503.02; Cleveland County; North Carolina,6563,123,452,47,259,87,88,158,554,6563,80,2098,NC,045,950302,1214,8.441261618162425,3.813155386081983,296.9548889190535
37045950400,37045,,7.11,35.2395219,-81.3663958,Census Tract 9504; Cleveland County; North Carolina,8539,168,112,107,350,124,101,188,1786,8446,167,2984,NC,045,950400,1150,21.146104664930146,5.596514745308311,1200.98452883263
37045950500,37045,,5.504,35.2235948,-81.354016,Census Tract 9505; Cleveland County; North Carolina,3148,130,134,46,112,104,35,114,874,3106,197,1472,NC,045,950500,675,28.139085640695427,13.383152173913043,571.9476744186047
37045950601,37045,,15.997,35.2401202,-81.4195325,Census Tract 9506.01; Cleveland County; North Carolina,4162,93,106,16,117,13,48,71,521,4155,48,1659,NC,045,950601,464,12.539109506618532,2.8933092224231465,260.1737825842346
37045950603,37045,,19.614,35.1906367,-81.3794493,Census Tract 9506.03; Cleveland County; North Carolina,3044,294,76,65,89,55,38,49,447,3024,68,1264,NC,045,950603,666,14.781746031746032,5.379746835443038,155.1952686856327
37045950604,37045,,12.163,35.192722,-81.4673805,Census Tract 9506.04; Cleveland County; North Carolina,3521,228,49,13,172,5,61,131,909,3521,44,1199,NC,045,950604,659,25.81652939505822,3.669724770642202,289.4845021787388
37045950701,37045,,7.462,35.28941,-81.4771935,Census Tract 9507.01; Cleveland County; North Carolina,3584,137,369,103,53,48,46,56,496,3584,55,1594,NC,045,950701,812,13.839285714285714,3.450439146800502,480.3001876172608
37045950702,37045,,5.37,35.2714318,-81.5007483,Census Tract 9507.02; Cleveland County; North Carolina,4088,194,78,44,65,26,66,131,788,4038,88,1709,NC,045,950702,604,19.51461119366023,5.149210064365126,761.266294227188
37045950800,37045,,17.208,35.3432828,-81.5171013,Census Tract 9508; Cleveland County; North Carolina,4681,201,204,58,112,21,99,187,488,4605,64,1880,NC,045,950800,882,10.597176981541802,3.404255319148936,272.024639702464
37045950900,37045,,3.222,35.308493,-81.5394772,Census Tract 9509; Cleveland County; North Carolina,3144,106,99,0,89,68,17,226,585,3076,285,1243,NC,045,950900,605,19.01820546163849,22.928399034593724,975.7914338919926
37045951000,37045,,2.198,35.290613,-81.5258143,Census Tract 9510; Cleveland County; North Carolina,3361,196,129,75,42,83,44,65,450,3259,77,1258,NC,045,951000,634,13.807916538815588,6.120826709062003,1529.1173794358508
37045951100,37045,,1.915,35.2921971,-81.553106,Census Tract 9511; Cleveland County; North Carolina,3570,174,73,64,44,20,197,67,1249,3336,91,1518,NC,045,951100,639,37.4400479616307,5.994729907773386,1864.2297650130547
37045951200,37045,,5.693,35.2661212,-81.5589754,Census Tract 9512; Cleveland County; North Carolina,5708,66,67,52,100,232,285,164,1157,5708,0,2625,NC,045,951200,966,20.2697967764541,0.0,1002.6348146847006
37045951300,37045,,21.244,35.3174568,-81.5868482,Census Tract 9513; Cleveland County; North Carolina,3261,25,116,0,117,19,149,107,410,3261,48,1227,NC,045,951300,533,12.572830420116528,3.9119804400977993,153.50216531726605
37045951400,37045,,43.722,35.3271529,-81.6656022,Census Tract 9514; Cleveland County; North Carolina,6264,146,153,137,107,136,52,157,903,6066,115,2303,NC,045,951400,888,14.886251236399604,4.99348675640469,143.2688349114862
37045951501,37045,,20.768,35.2501871,-81.6996053,Census Tract 9515.01; Cleveland County; North Carolina,5676,75,233,46,114,39,39,88,303,4640,47,1709,NC,045,951501,634,6.530172413793103,2.7501462843768287,273.3050847457627
37045951502,37045,,21.431,35.195614,-81.6854766,Census Tract 9515.02; Cleveland County; North Carolina,1264,20,41,31,14,0,13,9,115,1264,0,523,NC,045,951502,128,9.098101265822784,0.0,58.97998226867622
37045951503,37045,,13.881,35.2344428,-81.6219358,Census Tract 9515.03; Cleveland County; North Carolina,2702,109,129,29,44,20,32,24,330,2687,66,905,NC,045,951503,387,12.281354670636398,7.292817679558011,194.65456379223397
37045951601,37045,,22.769,35.2079344,-81.5691313,Census Tract 9516.01; Cleveland County; North Carolina,4303,109,139,12,138,59,81,78,978,4303,70,1596,NC,045,951601,616,22.72832907273995,4.385964912280702,188.98502349685978
37045951602,37045,,15.221,35.2304996,-81.5041012,Census Tract 9516.02; Cleveland County; North Carolina,4120,220,129,37,239,37,14,92,882,4081,59,1633,NC,045,951602,768,21.612349914236706,3.612982241273729,270.6786676302477
37047930100,37047,,60.158,34.3293756,-78.2618727,Census Tract 9301; Columbus County; North Carolina,4246,180,52,136,288,28,56,92,364,4244,30,1615,NC,047,930100,832,8.576814326107446,1.8575851393188854,70.58080388310782
37047930200,37047,,99.962,34.2767675,-78.3632311,Census Tract 9302; Columbus County; North Carolina,2246,65,37,47,52,10,53,42,246,2196,15,736,NC,047,930200,306,11.202185792349727,2.0380434782608696,22.468538044456892
37047930300,37047,,50.355,34.3285511,-78.512065,Census Tract 9303; Columbus County; North Carolina,2454,75,93,24,36,25,66,107,215,2236,34,895,NC,047,930300,426,9.615384615384615,3.798882681564246,48.73398868036938
37047930400,37047,,98.848,34.338158,-78.6088151,Census Tract 9304; Columbus County; North Carolina,3695,222,56,37,113,70,50,116,658,3691,22,1480,NC,047,930400,664,17.82714711460309,1.4864864864864864,37.38062479766915
37047930500,37047,,106.533,34.4040593,-78.8626385,Census Tract 9305; Columbus County; North Carolina,4040,30,100,54,65,53,91,230,751,4039,84,1665,NC,047,930500,623,18.59371131468185,5.045045045045045,37.92252165995513
37047930600,37047,,81.251,34.2820986,-78.9447753,Census Tract 9306; Columbus County; North Carolina,3052,74,105,42,14,52,18,42,577,3049,28,1412,NC,047,930600,347,18.924237454903245,1.9830028328611897,37.56261461397398
37047930700,37047,,41.843,34.3174194,-78.8298159,Census Tract 9307; Columbus County; North Carolina,3687,232,103,70,44,32,42,123,1171,3683,161,1724,NC,047,930700,646,31.79473255498235,9.338747099767982,88.1150969098774
37047930800,37047,,27.73,34.3802753,-78.7323803,Census Tract 9308; Columbus County; North Carolina,3704,151,284,20,123,45,92,79,364,3587,53,1477,NC,047,930800,794,10.147755784778367,3.5883547731888963,133.57374684457267
37047930900,37047,,14.139,34.3159737,-78.7391773,Census Tract 9309; Columbus County; North Carolina,4053,155,139,53,88,32,36,99,938,3925,256,1547,NC,047,930900,602,23.898089171974522,16.548157724628314,286.6539359219181
37047931000,37047,,34.982,34.2735881,-78.7166122,Census Tract 9310; Columbus County; North Carolina,4309,132,300,44,78,29,49,208,642,3747,165,1759,NC,047,931000,840,17.133706965572458,9.380329732802728,123.1776342118804
37047931100,37047,,53.578,34.1820239,-78.7621173,Census Tract 9311; Columbus County; North Carolina,3567,105,141,13,32,95,41,98,675,3567,59,1462,NC,047,931100,525,18.923465096719934,4.035567715458276,66.57583336444063
