point_id,county_fips,latitude,longitude,weight
tract-37051003403,37051,35.1410519,-79.0175892,6
tract-37051003408,37051,35.1352263,-78.9638524,67
tract-37051003409,37051,35.1525394,-79.0095428,48
tract-37051003501,37051,35.1748705,-78.9848446,366
tract-37051003502,37051,35.1735919,-78.9695262,202
tract-37051003601,37051,35.1974564,-78.9598769,188
tract-37051003602,37051,35.2015381,-78.9935046,348
tract-37051003700,37051,35.2010072,-78.8264029,1318
tract-37051003800,37051,35.0603197,-78.8744556,330
tract-37053110101,37053,36.331206,-75.8512027,410
tract-37053110102,37053,36.5059811,-75.9583353,253
tract-37053110201,37053,36.4912295,-76.1929992,849
tract-37053110202,37053,36.5230983,-76.1239456,720
tract-37053110301,37053,36.4642796,-76.0285207,990
tract-37053110302,37053,36.389279,-76.0353814,544
tract-37053110401,37053,36.3680438,-75.9270503,748
tract-37053110403,37053,36.1610047,-75.8229294,389
tract-37053110404,37053,36.2072316,-75.8891664,441
tract-37055970101,37055,36.2072464,-75.7893927,1125
tract-37055970102,37055,36.071615,-75.734145,761
tract-37055970200,37055,36.0337037,-75.6825545,1120
tract-37055970301,37055,36.0154635,-75.717927,1006
tract-37055970302,37055,35.9995779,-75.670604,490
tract-37055970400,37055,35.9416216,-75.6248799,838
tract-37055970501,37055,35.8039855,-75.8754044,185
tract-37055970502,37055,35.2630863,-75.5715743,648
tract-37055970601,37055,35.9241693,-75.7032303,1319
tract-37055970602,37055,35.840187,-75.6416574,317
tract-37057060101,37057,35.9845736,-80.0588737,769
tract-37057060103,37057,35.9876492,-80.0945935,559
tract-37057060104,37057,35.9950584,-80.1445474,967
tract-37057060201,37057,35.9664541,-80.174486,1135
tract-37057060202,37057,36.0086029,-80.2006933,367
tract-37057060203,37057,35.9486797,-80.2279086,1017
tract-37057060301,37057,35.9658793,-80.2738462,742
tract-37057060302,37057,35.9807377,-80.3044974,886
tract-37057060303,37057,35.9376846,-80.3478364,745
tract-37057060304,37057,35.9155707,-80.2999769,706
tract-37057060400,37057,35.8957045,-80.2247519,1052
tract-37057060500,37057,35.8837689,-80.1463747,1273
tract-37057060601,37057,35.9294347,-80.088738,679
tract-37057060602,37057,35.9422298,-80.0585368,430
tract-37057060700,37057,35.8986502,-80.0723455,790
tract-37057060800,37057,35.885164,-80.1062794,751
tract-37057060900,37057,35.8650406,-80.0986654,1012
tract-37057061000,37057,35.8823975,-80.0607913,952
tract-37057061101,37057,35.8497017,-80.0952811,417
tract-37057061102,37057,35.8323463,-80.0756219,819
tract-37057061202,37057,35.862244,-80.295369,505
tract-37057061203,37057,35.8479477,-80.2672983,844
tract-37057061204,37057,35.8455568,-80.2306371,524
tract-37057061300,37057,35.8292072,-80.2585195,330
tract-37057061400,37057,35.8199281,-80.2387907,217
tract-37057061501,37057,35.7987497,-80.269939,496
tract-37057061502,37057,35.7964753,-80.2403633,465
tract-37057061600,37057,35.8147265,-80.2837392,314
tract-37057061701,37057,35.8028157,-80.3241409,813
tract-37057061703,37057,35.7780664,-80.3767925,724
tract-37057061704,37057,35.7994154,-80.4283668,593
tract-37057061705,37057,35.8640668,-80.3694564,526
tract-37057061803,37057,35.7624153,-80.2846798,540
tract-37057061805,37057,35.7661931,-80.21662,548
tract-37057061806,37057,35.7171637,-80.2075994,670
tract-37057061807,37057,35.6952935,-80.3113143,478
tract-37057061808,37057,35.6992301,-80.2788713,923
tract-37057061902,37057,35.7456506,-80.1323031,826
tract-37057061903,37057,35.7914698,-80.0930999,474
tract-37057061904,37057,35.8194007,-80.1646226,520
tract-37057062001,37057,35.6117602,-80.1610004,1042
tract-37057062002,37057,35.6021002,-80.1174561,510
tract-37059080101,37059,36.004922,-80.6300692,855
tract-37059080102,37059,35.8813048,-80.640662,685
tract-37059080200,37059,36.0132389,-80.5213489,1096
tract-37059080301,37059,35.9927485,-80.4382505,1009
tract-37059080302,37059,35.9590841,-80.4741168,739
tract-37059080400,37059,35.8890912,-80.4331036,900
tract-37059080500,37059,35.9027647,-80.5306771,809
tract-37059080600,37059,35.9269992,-80.571086,772
tract-37059080701,37059,35.8280465,-80.5143633,580
tract-37059080702,37059,35.8177257,-80.5388856,377
tract-37061090101,37061,35.1216285,-77.8087768,366
tract-37061090102,37061,35.0627152,-77.8919793,452
tract-37061090103,37061,35.149144,-77.9649835,281
tract-37061090201,37061,35.0830987,-78.0757509,154
tract-37061090202,37061,35.1448916,-78.1188662,344
tract-37061090301,37061,34.9859289,-78.1110196,414
tract-37061090302,37061,35.0204323,-78.0698923,447
tract-37061090401,37061,34.9274228,-77.9344728,298
tract-37061090402,37061,35.005615,-77.942376,516
tract-37061090503,37061,34.969187,-77.7474096,597
tract-37061090504,37061,35.0102434,-77.7995125,146
tract-37061090505,37061,34.8885011,-77.7181938,348
tract-37061090506,37061,34.8885531,-77.8037812,421
tract-37061090600,37061,34.7801925,-77.7801024,556
tract-37061090703,37061,34.7680483,-77.9299353,406
tract-37061090704,37061,34.8168594,-77.9019384,328
tract-37061090705,37061,34.74009,-77.9711159,603
tract-37061090706,37061,34.7708787,-78.00754,432
tract-37061090801,37061,34.8786984,-78.0951316,362
tract-37061090803,37061,34.7739301,-78.1127495,271
tract-37061090804,37061,34.8385192,-78.0062914,250
tract-37063000101,37063,36.0264345,-78.88224,490
tract-37063000102,37063,36.0322304,-78.8980833,329
tract-37063000200,37063,36.0089209,-78.8853873,382
tract-37063000301,37063,36.0172829,-78.9126765,327
tract-37063000302,37063,36.0111192,-78.9045671,433
tract-37063000401,37063,36.0222007,-78.9314891,385
tract-37063000402,37063,36.0116811,-78.9262313,220
tract-37063000500,37063,35.9974576,-78.920956,342
tract-37063000600,37063,35.9844857,-78.9383801,920
tract-37063000700,37063,35.98273,-78.9144489,740
tract-37063000900,37063,35.999957,-78.8860285,212
tract-37063001001,37063,35.9850546,-78.8769799,463
tract-37063001002,37063,35.9956123,-78.8698178,746
tract-37063001100,37063,35.9901712,-78.8900791,227
tract-37063001301,37063,35.980004,-78.8991045,155
tract-37063001303,37063,35.972838,-78.9012836,352
tract-37063001304,37063,35.9666288,-78.9098455,325
tract-37063001400,37063,35.9766127,-78.8858301,566
tract-37063001504,37063,36.0077495,-78.9525933,75
tract-37063001505,37063,36.0114234,-78.9405553,242
tract-37063001601,37063,36.0977308,-78.8808554,1199
tract-37063001603,37063,36.1332367,-78.9301437,1022
tract-37063001604,37063,36.0931133,-78.9559613,1322
tract-37063001705,37063,36.0367997,-78.9249168,968
tract-37063001706,37063,36.0176313,-78.9688578,589
tract-37063001708,37063,36.0698816,-78.8885174,1034
tract-37063001709,37063,36.049027,-78.8815578,899
tract-37063001710,37063,36.0567645,-78.9124611,585
tract-37063001711,37063,36.0589447,-78.9315016,637
tract-37063001712,37063,36.0562712,-78.9472218,956
tract-37063001713,37063,36.0358277,-78.9637807,757
tract-37063001801,37063,36.0465974,-78.8249682,1226
tract-37063001802,37063,35.9874168,-78.8518251,652
tract-37063001806,37063,36.0194166,-78.790272,1308
tract-37063001808,37063,35.9587798,-78.8125191,1406
tract-37063001809,37063,35.9406104,-78.8408908,1404
tract-37063001810,37063,35.9753963,-78.8382456,509
tract-37063001811,37063,35.9891106,-78.8156397,930
tract-37063001900,37063,35.9714732,-78.7534222,1932
tract-37063002007,37063,35.9487643,-78.9380363,946
tract-37063002008,37063,35.9420455,-78.9640425,802
tract-37063002009,37063,35.9590707,-78.8968614,963
tract-37063002013,37063,35.8872007,-78.9086403,997
tract-37063002015,37063,35.9690078,-78.9462425,348
tract-37063002019,37063,35.8887407,-78.9888095,742
tract-37063002020,37063,35.8882883,-78.9408263,1647
tract-37063002021,37063,35.9048489,-78.942668,513
tract-37063002022,37063,35.918185,-78.9230153,638
tract-37063002023,37063,35.9186696,-78.9414868,336
tract-37063002024,37063,35.9331285,-78.9328937,838
tract-37063002025,37063,35.9323641,-78.9072627,1094
tract-37063002026,37063,35.9457669,-78.8971197,1249
tract-37063002029,37063,35.9655244,-78.9850666,502
tract-37063002030,37063,35.9905135,-78.9763743,864
tract-37063002031,37063,35.9593036,-78.9614691,325
tract-37063002032,37063,35.9579777,-78.969361,77
tract-37063002033,37063,35.9204508,-78.9980531,688
tract-37063002034,37063,35.9355025,-78.9779503,749
tract-37063002035,37063,35.9341953,-78.8821254,791
tract-37063002036,37063,35.8878784,-78.8966302,278
tract-37063002037,37063,35.8794353,-78.8432298,516
tract-37063002038,37063,35.911628,-78.831622,1124
tract-37063002100,37063,36.1825702,-78.879806,1584
tract-37063002200,37063,35.9994119,-78.9017906,335
tract-37063002300,37063,35.9872849,-78.901429,296
tract-37065020200,37065,35.9126264,-77.7834752,611
tract-37065020300,37065,35.9361499,-77.7597316,836
tract-37065020400,37065,35.9538015,-77.7551539,495
tract-37065020600,37065,35.9942385,-77.6905098,376
tract-37065020700,37065,36.0588496,-77.6029528,391
tract-37065020800,37065,35.8984455,-77.4510589,554
tract-37065020900,37065,35.8737108,-77.5131156,424
tract-37065021000,37065,35.9072465,-77.5221179,851
tract-37065021100,37065,35.9428428,-77.5654544,521
tract-37065021200,37065,35.9005398,-77.5768979,1114
tract-37065021300,37065,35.8719468,-77.6309106,825
tract-37065021400,37065,35.8439293,-77.7234214,562
tract-37065021500,37065,35.7813774,-77.6847805,702
tract-37065021600,37065,35.7398183,-77.6198311,486
tract-37067000100,37067,36.0979264,-80.2446634,310
tract-37067000200,37067,36.1056373,-80.247523,168
tract-37067000301,37067,36.1110323,-80.2529776,349
tract-37067000302,37067,36.1185146,-80.2561384,272
tract-37067000400,37067,36.1202984,-80.2418719,320
tract-37067000500,37067,36.1175184,-80.2280095,248
tract-37067000600,37067,36.1081191,-80.2289223,288
tract-37067000700,37067,36.0994649,-80.2302205,273
tract-37067000801,37067,36.0868995,-80.2275159,76
tract-37067000802,37067,36.0765437,-80.231189,151
tract-37067000900,37067,36.0842573,-80.2489368,455
tract-37067001000,37067,36.0784487,-80.26479,625
tract-37067001100,37067,36.0950453,-80.2621726,304
tract-37067001200,37067,36.1082426,-80.2695203,292
tract-37067001300,37067,36.1296874,-80.2770425,246
tract-37067001400,37067,36.1381581,-80.2558794,467
tract-37067001500,37067,36.1526103,-80.2391496,423
tract-37067001601,37067,36.139276,-80.2124724,675
tract-37067001602,37067,36.1226178,-80.2209316,427
tract-37067001700,37067,36.1185506,-80.2053871,1176
tract-37067001800,37067,36.0793249,-80.2108615,568
tract-37067001901,37067,36.0649146,-80.2267603,295
tract-37067001902,37067,36.0710302,-80.2462595,296
tract-37067002001,37067,36.0567468,-80.2334848,350
tract-37067002002,37067,36.0513654,-80.248779,390
tract-37067002100,37067,36.0745142,-80.2851857,366
tract-37067002200,37067,36.0855284,-80.2848462,483
tract-37067002501,37067,36.1044367,-80.2828792,601
tract-37067002502,37067,36.1008605,-80.3010423,688
tract-37067002601,37067,36.1292907,-80.2951956,501
tract-37067002604,37067,36.1506439,-80.3361706,1073
tract-37067002605,37067,36.1265648,-80.3292089,402
tract-37067002606,37067,36.1371557,-80.313873,1068
tract-37067002701,37067,36.1610055,-80.3087589,993
tract-37067002702,37067,36.1632531,-80.2768238,924
tract-37067002704,37067,36.1480691,-80.2762917,341
tract-37067002705,37067,36.1454142,-80.2926236,274
tract-37067002801,37067,36.2255758,-80.3966691,824
tract-37067002804,37067,36.1848889,-80.3098969,613
tract-37067002806,37067,36.1864015,-80.276951,450
tract-37067002807,37067,36.2376958,-80.27783,1101
tract-37067002808,37067,36.2420401,-80.3174502,666
tract-37067002809,37067,36.2232931,-80.3397613,422
tract-37067002901,37067,36.2017329,-80.2266499,758
tract-37067002903,37067,36.1685103,-80.2018375,590
tract-37067002904,37067,36.2106829,-80.1734388,378
tract-37067003002,37067,36.1537322,-80.1732223,916
tract-37067003003,37067,36.1327751,-80.1526445,550
tract-37067003004,37067,36.121346,-80.1254912,927
tract-37067003103,37067,36.1885414,-80.0721746,1180
tract-37067003105,37067,36.1887253,-80.143791,693
tract-37067003106,37067,36.2326834,-80.1037472,904
tract-37067003107,37067,36.1484335,-80.0931188,844
tract-37067003108,37067,36.1503883,-80.0523665,366
tract-37067003201,37067,36.1238802,-80.0897987,1099
tract-37067003202,37067,36.1225268,-80.0574823,554
tract-37067003307,37067,36.1013733,-80.1014698,730
tract-37067003308,37067,36.0934558,-80.125362,1342
tract-37067003309,37067,36.089206,-80.1737012,667
tract-37067003310,37067,36.0741018,-80.1529227,542
tract-37067003311,37067,36.0600528,-80.1269709,426
tract-37067003312,37067,36.0596689,-80.0901788,849
tract-37067003313,37067,36.0279627,-80.0681912,302
tract-37067003314,37067,36.067314,-80.0549305,578
tract-37067003315,37067,36.0966245,-80.066387,569
tract-37067003402,37067,36.0388637,-80.1437212,700
tract-37067003403,37067,36.0576259,-80.1859501,233
tract-37067003404,37067,36.0683381,-80.1940192,625
tract-37067003500,37067,36.036302,-80.203143,1258
tract-37067003600,37067,36.0191245,-80.2425765,1213
tract-37067003701,37067,36.0559665,-80.2697237,402
tract-37067003702,37067,36.0354646,-80.2773192,752
tract-37067003703,37067,36.0117087,-80.2816743,1116
tract-37067003803,37067,36.0179795,-80.3174689,690
tract-37067003804,37067,36.037092,-80.3194362,916
tract-37067003805,37067,36.0643036,-80.3251997,640
tract-37067003806,37067,36.0433639,-80.3451379,540
tract-37067003903,37067,36.0831166,-80.3190051,644
tract-37067003904,37067,36.0705939,-80.3556017,1114
tract-37067003905,37067,36.0904548,-80.3240156,747
tract-37067003906,37067,36.1013163,-80.322602,680
tract-37067003908,37067,36.11267,-80.336836,538
tract-37067003909,37067,36.0962361,-80.3470823,944
tract-37067004005,37067,36.0069988,-80.4023669,973
tract-37067004007,37067,36.056003,-80.454634,1362
tract-37067004009,37067,36.1104938,-80.4435537,739
tract-37067004010,37067,36.109411,-80.3807956,932
tract-37067004011,37067,36.0892576,-80.3943403,1075
tract-37067004012,37067,36.0580225,-80.38339,932
tract-37067004013,37067,36.0355127,-80.3979649,534
tract-37067004014,37067,36.0256219,-80.3728071,716
tract-37067004015,37067,36.004688,-80.3624518,691
tract-37067004102,37067,36.1699115,-80.4124613,615
tract-37067004103,37067,36.1364451,-80.3647845,812
tract-37067004104,37067,36.1685797,-80.3813276,769
tract-37069060100,37069,36.2051863,-78.261764,921
tract-37069060200,37069,36.1481014,-78.1213975,619
tract-37069060301,37069,36.1250524,-78.2667268,856
tract-37069060302,37069,36.0702219,-78.3155603,404
tract-37069060401,37069,36.1354328,-78.4877746,580
tract-37069060403,37069,36.1369493,-78.4143263,321
tract-37069060404,37069,36.0966372,-78.3994665,539
tract-37069060501,37069,36.0584269,-78.5238358,1992
tract-37069060502,37069,36.0272033,-78.4398685,1616
tract-37069060601,37069,35.9612073,-78.3682364,575
tract-37069060602,37069,36.0032553,-78.3313554,1334
tract-37069060701,37069,36.0245335,-78.2033802,123
tract-37069060702,37069,36.0335587,-78.1546114,619
tract-37069060703,37069,35.9669955,-78.2049592,418
tract-37069060801,37069,35.9438697,-78.2542945,836
tract-37069060802,37069,35.8909038,-78.2724225,590
tract-37071030103,37071,35.3803245,-81.0238894,324
tract-37071030104,37071,35.3919499,-80.9937695,455
tract-37071030105,37071,35.3230934,-81.0128409,550
tract-37071030106,37071,35.326261,-80.994754,98
tract-37071030205,37071,35.379788,-81.1266502,527
tract-37071030206,37071,35.352732,-81.0329737,269
tract-37071030207,37071,35.3473021,-81.0582473,290
tract-37071030208,37071,35.3875584,-81.0573713,164
tract-37071030209,37071,35.3876954,-81.0910134,341
tract-37071030301,37071,35.3793266,-81.1865121,481
tract-37071030302,37071,35.3325638,-81.149462,465
tract-37071030401,37071,35.3760185,-81.2291835,501
tract-37071030403,37071,35.3410292,-81.2512058,374
tract-37071030404,37071,35.3151601,-81.2130128,311
tract-37071030501,37071,35.3901247,-81.2927207,331
tract-37071030503,37071,35.3225796,-81.3417749,419
tract-37071030504,37071,35.3347485,-81.3105183,217
tract-37071030601,37071,35.4016587,-81.3635772,358
tract-37071030602,37071,35.3982755,-81.4198853,392
tract-37071030700,37071,35.3621629,-81.3767593,524
tract-37071030801,37071,35.2831829,-81.3230718,525
tract-37071030802,37071,35.3025963,-81.2631195,627
tract-37071030901,37071,35.31226,-81.1811328,382
tract-37071030902,37071,35.3079782,-81.1592915,790
tract-37071031001,37071,35.2951447,-81.0840997,471
tract-37071031004,37071,35.2888975,-81.0542132,684
tract-37071031005,37071,35.3033497,-81.0541457,570
tract-37071031006,37071,35.3184413,-81.0618838,317
tract-37071031101,37071,35.3204938,-81.0344325,552
tract-37071031102,37071,35.2904844,-81.0159429,458
tract-37071031202,37071,35.2697071,-81.0428099,220
tract-37071031203,37071,35.2682521,-81.0240526,305
tract-37071031204,37071,35.279353,-81.028482,341
tract-37071031301,37071,35.2926056,-81.1207337,418
tract-37071031303,37071,35.2673221,-81.1174224,318
tract-37071031304,37071,35.273895,-81.0961445,389
tract-37071031401,37071,35.2841697,-81.1663396,282
tract-37071031402,37071,35.2954562,-81.1490327,272
tract-37071031500,37071,35.2869698,-81.2128863,489
tract-37071031600,37071,35.2681288,-81.2849338,590
tract-37071031703,37071,35.2392151,-81.2536358,486
tract-37071031704,37071,35.2196895,-81.2641614,797
tract-37071031705,37071,35.1758288,-81.2750126,431
tract-37071031706,37071,35.2127461,-81.299806,205
tract-37071031800,37071,35.2623339,-81.2292201,640
tract-37071031901,37071,35.2624255,-81.1867031,88
tract-37071031902,37071,35.2759211,-81.1932812,271
tract-37071032000,37071,35.2735057,-81.1759633,390
tract-37071032100,37071,35.2691316,-81.1479165,444
tract-37071032201,37071,35.2537875,-81.0877232,368
tract-37071032202,37071,35.2394533,-81.0759183,231
tract-37071032301,37071,35.2517527,-81.0602906,612
tract-37071032302,37071,35.2478776,-81.025225,730
tract-37071032403,37071,35.2270898,-81.0536046,633
tract-37071032404,37071,35.2347023,-81.0361668,413
tract-37071032405,37071,35.2079533,-81.0335589,423
tract-37071032406,37071,35.1745637,-81.0186771,368
tract-37071032505,37071,35.2381008,-81.14179,459
tract-37071032506,37071,35.2305912,-81.1233477,603
tract-37071032507,37071,35.2290136,-81.1064682,682
tract-37071032508,37071,35.2227157,-81.0754847,477
tract-37071032509,37071,35.2087736,-81.090675,350
tract-37071032510,37071,35.1807155,-81.0461407,526
tract-37071032600,37071,35.2525577,-81.1315668,635
tract-37071032702,37071,35.2269909,-81.1636087,447
tract-37071032703,37071,35.2571589,-81.1636562,226
tract-37071032704,37071,35.2460806,-81.1600547,622
tract-37071032801,37071,35.249347,-81.1803647,499
tract-37071032802,37071,35.2335536,-81.1810375,862
tract-37071032900,37071,35.252896,-81.19709,509
tract-37071033100,37071,35.2504071,-81.2251732,549
tract-37071033202,37071,35.2143245,-81.1846448,326
tract-37071033203,37071,35.2412072,-81.2062389,349
tract-37071033204,37071,35.228783,-81.2162976,367
tract-37071033303,37071,35.2208105,-81.1381121,706
tract-37071033306,37071,35.1662574,-81.1429684,252
tract-37071033308,37071,35.1604968,-81.0914182,214
tract-37071033309,37071,35.1837013,-81.1652069,312
tract-37071033310,37071,35.1905174,-81.1870959,302
tract-37071033311,37071,35.1931591,-81.114024,171
tract-37071033312,37071,35.1993748,-81.1359826,679
tract-37071033313,37071,35.2091753,-81.1504089,350
tract-37071033400,37071,35.188247,-81.2084633,621
tract-37071033501,37071,35.349078,-81.1246404,558
tract-37071033502,37071,35.3329807,-81.0954438,488
tract-37073970100,37073,36.4300832,-76.6002026,761
tract-37073970200,37073,36.4659822,-76.7196874,708
tract-37073970300,37073,36.4625912,-76.8433522,539
tract-37075920100,37075,35.3959955,-83.794181,441
tract-37075920200,37075,35.3117331,-83.7276987,331
tract-37075920300,37075,35.2702395,-83.9567917,627
tract-37077970101,37077,36.4765759,-78.6229596,718
tract-37077970102,37077,36.3853247,-78.7207474,544
tract-37077970200,37077,36.356077,-78.5807015,938
tract-37077970300,37077,36.2803855,-78.6399477,663
tract-37077970400,37077,36.3016418,-78.5829685,782
tract-37077970500,37077,36.2440321,-78.5609,718
tract-37077970601,37077,36.1618372,-78.6048685,954
tract-37077970604,37077,36.0939298,-78.6211903,499
tract-37077970605,37077,36.0716463,-78.5758469,1183
tract-37077970606,37077,36.1203981,-78.6859427,352
tract-37077970607,37077,36.1007064,-78.7210803,886
tract-37077970701,37077,36.2292223,-78.7481981,796
tract-37077970702,37077,36.1419414,-78.746937,444
tract-37077970703,37077,36.1209084,-78.7724734,644
tract-37079950101,37079,35.5656998,-77.6948177,731
tract-37079950102,37079,35.4745851,-77.5639128,313
tract-37079950200,37079,35.4671418,-77.7763916,673
tract-37079950301,37079,35.4013486,-77.6259259,692
tract-37079950302,37079,35.443765,-77.7064154,507
tract-37081010100,37081,36.0931506,-79.7611076,192
tract-37081010200,37081,36.1062439,-79.7761396,480
tract-37081010300,37081,36.0948011,-79.7752143,389
tract-37081010401,37081,36.0896695,-79.8048832,239
tract-37081010403,37081,36.1048626,-79.8152179,250
tract-37081010404,37081,36.1011893,-79.7995353,561
tract-37081010500,37081,36.0820551,-79.8193859,411
tract-37081010601,37081,36.0677177,-79.8389825,455
tract-37081010602,37081,36.0682398,-79.8231061,333
tract-37081010701,37081,36.0772082,-79.8041505,132
tract-37081010702,37081,36.0690352,-79.8063793,99
tract-37081010800,37081,36.0777887,-79.7920619,344
tract-37081010900,37081,36.0823022,-79.7815192,331
tract-37081011000,37081,36.07788,-79.7691959,233
tract-37081011101,37081,36.069281,-79.7555793,528
tract-37081011102,37081,36.0534918,-79.7574125,435
tract-37081011201,37081,36.0676574,-79.7757935,316
tract-37081011202,37081,36.0607543,-79.7767022,467
tract-37081011300,37081,36.049721,-79.7823577,445
tract-37081011400,37081,36.0540185,-79.7981309,558
tract-37081011500,37081,36.0567911,-79.8093019,259
tract-37081011601,37081,36.0535791,-79.8234228,323
tract-37081011602,37081,36.0528836,-79.8435807,242
tract-37081011904,37081,36.1324986,-79.773038,767
tract-37081011905,37081,36.1329176,-79.7548017,702
tract-37081012503,37081,36.1137261,-79.8133306,618
tract-37081012504,37081,36.0744839,-79.8595757,464
tract-37081012505,37081,36.0862135,-79.8560549,851
tract-37081012508,37081,36.1024266,-79.8269283,646
tract-37081012509,37081,36.0971345,-79.8383895,422
tract-37081012510,37081,36.1196164,-79.8556627,712
tract-37081012511,37081,36.0981757,-79.8565073,890
tract-37081012604,37081,36.0416929,-79.814319,520
tract-37081012607,37081,36.0434419,-79.883235,300
tract-37081012608,37081,36.0428788,-79.8536192,199
tract-37081012610,37081,36.0333762,-79.8324917,560
tract-37081012611,37081,36.0256423,-79.8223043,482
tract-37081012612,37081,36.0163122,-79.8168078,993
tract-37081012617,37081,36.0413646,-79.8685975,498
tract-37081012618,37081,36.0580785,-79.8630369,314
tract-37081012619,37081,36.0670431,-79.8733001,307
tract-37081012620,37081,36.0314872,-79.8484253,513
tract-37081012621,37081,36.0238107,-79.8617529,719
tract-37081012703,37081,36.1211255,-79.7937567,850
tract-37081012704,37081,36.1189867,-79.7666195,685
tract-37081012705,37081,36.1023725,-79.7471017,571
tract-37081012706,37081,36.0934091,-79.7417388,642
tract-37081012707,37081,36.0814312,-79.746533,306
tract-37081012803,37081,36.0723625,-79.7184303,963
tract-37081012804,37081,36.0238569,-79.790368,779
tract-37081012805,37081,36.0345075,-79.7680745,289
tract-37081013601,37081,35.9749396,-79.9934269,218
tract-37081013602,37081,35.9767856,-80.0094987,555
tract-37081013700,37081,35.96786,-80.0257281,873
tract-37081013800,37081,35.9687471,-79.9903354,639
tract-37081013900,37081,35.9590203,-79.9872123,766
tract-37081014000,37081,35.9486397,-80.0243309,409
tract-37081014200,37081,35.9464228,-79.9892409,555
tract-37081014300,37081,35.9411049,-80.0105656,428
tract-37081014406,37081,35.980962,-79.9628057,538
tract-37081014407,37081,35.9780686,-80.0382873,1047
tract-37081014408,37081,35.9338427,-80.0423234,443
tract-37081014409,37081,36.0018883,-80.0206346,617
tract-37081014410,37081,35.9942197,-80.0047969,401
tract-37081014411,37081,35.9877921,-79.9898959,564
tract-37081014412,37081,35.9948446,-79.9714595,512
tract-37081014501,37081,35.9234198,-80.009935,99
tract-37081014502,37081,35.9356134,-79.9650597,802
tract-37081014503,37081,35.9598744,-79.9634463,635
tract-37081015100,37081,36.2150623,-79.6136675,814
tract-37081015201,37081,36.135389,-79.5689372,1033
tract-37081015202,37081,36.0791797,-79.5723452,1292
tract-37081015301,37081,36.103609,-79.62691,960
tract-37081015302,37081,36.0710568,-79.6665816,676
tract-37081015401,37081,36.1681144,-79.6554479,902
tract-37081015402,37081,36.1239582,-79.7036686,1165
tract-37081015500,37081,36.1685304,-79.7472083,1063
tract-37081015601,37081,36.2187975,-79.8192149,916
tract-37081015602,37081,36.2190976,-79.7413592,1312
tract-37081015703,37081,36.1312654,-79.8107234,1068
tract-37081015704,37081,36.1657187,-79.8536038,980
tract-37081015705,37081,36.1290904,-79.8416502,414
tract-37081015706,37081,36.1612028,-79.7995088,1455
tract-37081015707,37081,36.1467634,-79.8253017,992
tract-37081015800,37081,36.2020433,-79.8980982,1559
tract-37081015901,37081,36.2337111,-79.9645667,1059
tract-37081015902,37081,36.1852245,-80.0030013,838
tract-37081016003,37081,36.1563065,-79.9489202,730
tract-37081016005,37081,36.160276,-79.891504,304
tract-37081016006,37081,36.1340276,-79.8803116,360
tract-37081016007,37081,36.1219823,-79.8746685,774
tract-37081016008,37081,36.1341881,-79.936705,1094
tract-37081016009,37081,36.1319663,-79.9026581,644
tract-37081016010,37081,36.1080983,-79.8990006,416
tract-37081016011,37081,36.081393,-79.9261203,720
tract-37081016101,37081,36.1005022,-79.8871073,791
tract-37081016102,37081,36.0827471,-79.8995787,517
tract-37081016103,37081,36.0787129,-79.8800506,765
tract-37081016201,37081,36.1293695,-79.9937528,1310
tract-37081016203,37081,36.0688645,-80.0311267,806
tract-37081016204,37081,36.0653776,-79.9824136,578
tract-37081016205,37081,36.044923,-79.9758343,655
tract-37081016303,37081,36.0222544,-80.0259832,664
tract-37081016304,37081,36.0201771,-80.0034769,818
tract-37081016305,37081,36.024914,-79.9796032,550
tract-37081016306,37081,36.0121402,-79.9706502,1130
tract-37081016405,37081,36.0626636,-79.9334929,244
tract-37081016406,37081,36.0495009,-79.9501593,844
tract-37081016407,37081,36.0307756,-79.9458425,880
tract-37081016408,37081,36.0224838,-79.9324417,375
tract-37081016409,37081,36.0051315,-79.9367159,517
tract-37081016410,37081,35.9749053,-79.938687,642
tract-37081016502,37081,36.0019267,-79.8875909,1152
tract-37081016503,37081,36.0503378,-79.9040126,464
tract-37081016505,37081,36.0282258,-79.9146286,864
tract-37081016506,37081,36.0248915,-79.9008872,874
tract-37081016600,37081,35.9467019,-79.918624,322
tract-37081016701,37081,35.9850625,-79.8426136,887
tract-37081016702,37081,35.9413974,-79.8496292,586
tract-37081016800,37081,35.9853272,-79.771151,1371
tract-37081016900,37081,35.9409969,-79.7548197,921
tract-37081017000,37081,35.9508347,-79.6157216,997
tract-37081017101,37081,35.9863801,-79.7000063,982
tract-37081017102,37081,36.0063523,-79.739939,427
tract-37081017200,37081,36.0322104,-79.6119898,1417
tract-37083930100,37083,36.3950615,-77.5791475,534
tract-37083930200,37083,36.4552388,-77.6411545,912
tract-37083930300,37083,36.4671938,-77.6622825,731
tract-37083930400,37083,36.4389277,-77.6467436,667
tract-37083930501,37083,36.4475685,-77.6822176,644
tract-37083930503,37083,36.4674164,-77.7267197,423
tract-37083930504,37083,36.4312515,-77.7237077,547
tract-37083930600,37083,36.347344,-77.7382321,607
tract-37083930701,37083,36.4135812,-77.8337694,257
tract-37083930702,37083,36.4681732,-77.8480987,536
tract-37083930800,37083,36.2617468,-77.8708368,728
tract-37083930901,37083,36.2495253,-77.6973709,206
tract-37083930902,37083,36.1630097,-77.6398018,551
