point_id,county_fips,latitude,longitude,weight
county-37001,37001,36.043954,-79.400573,27653
county-37003,37003,35.920951,-81.177467,5930
county-37005,37005,36.489356,-81.132299,2248
county-37007,37007,34.974972,-80.109763,3544
county-37009,37009,36.443469,-81.499334,5312
county-37011,37011,36.07209,-81.920285,3000
county-37013,37013,35.482313,-76.842014,8658
county-37015,37015,36.059043,-76.962364,3311
county-37017,37017,34.591938,-78.539489,5396
county-37019,37019,34.038754,-78.227765,37505
county-37021,37021,35.609371,-82.530423,46208
county-37023,37023,35.746182,-81.70618,15701
county-37025,37025,35.388346,-80.552728,32937
county-37027,37027,35.966396,-81.51254,14506
county-37029,37029,36.342344,-76.162488,1569
county-37031,37031,34.858343,-76.53586,14625
county-37033,37033,36.394298,-79.339609,4054
county-37035,37035,35.661883,-81.214906,27028
county-37037,37037,35.704994,-79.251454,15038
county-37039,37039,35.13715,-84.061449,6336
county-37041,37041,36.128979,-76.602752,2870
county-37043,37043,35.052997,-83.752264,2604
county-37045,37045,35.33463,-81.557114,16960
county-37047,37047,34.261602,-78.639308,8622
county-37049,37049,35.116829,-77.08132,16368
county-37051,37051,35.050192,-78.828719,42727
county-37053,37053,36.372174,-75.941224,5344
county-37055,37055,35.606269,-75.767536,7809
county-37057,37057,35.795131,-80.207107,28950
county-37059,37059,35.929355,-80.542552,7822
county-37061,37061,34.934403,-77.933543,7992
county-37063,37063,36.033828,-78.878125,46508
county-37065,37065,35.917077,-77.602742,8748
county-37067,37067,36.132466,-80.256961,60900
county-37069,37069,36.088247,-78.283082,12343
county-37071,37071,35.292834,-81.177364,37062
county-37073,37073,36.442135,-76.702355,2008
county-37075,37075,35.348364,-83.830915,1399
county-37077,37077,36.299884,-78.657634,10121
county-37079,37079,35.481959,-77.681688,2916
county-37081,37081,36.079065,-79.788665,81575
county-37083,37083,36.251438,-77.644842,8626
county-37085,37085,35.36866,-78.871665,18158
county-37087,37087,35.558882,-82.981307,12089
county-37089,37089,35.336427,-82.479583,22463
county-37091,37091,36.363517,-76.981616,3520
county-37093,37093,35.017233,-79.241964,6974
county-37095,37095,35.408157,-76.153687,824
county-37097,37097,35.806251,-80.874524,31527
county-37099,37099,35.285454,-83.123966,6767
county-37101,37101,35.513419,-78.367348,34360
county-37103,37103,35.032268,-77.356195,1805
county-37105,37105,35.476336,-79.172117,10188
county-37107,37107,35.240066,-77.635514,9607
county-37109,37109,35.488491,-81.226893,16361
county-37111,37111,35.682268,-82.048045,7855
county-37113,37113,35.152959,-83.421901,7286
county-37115,37115,35.864206,-82.712631,3862
county-37117,37117,35.847301,-77.119602,4121
county-37119,37119,35.246862,-80.833832,152279
county-37121,37121,36.013102,-82.163554,2865
county-37123,37123,35.327548,-79.910752,4535
county-37125,37125,35.308273,-79.492723,17353
county-37127,37127,35.965945,-77.987555,16486
county-37129,37129,34.183445,-77.864204,38598
county-37131,37131,36.421774,-77.398352,3514
county-37133,37133,34.763109,-77.499469,20261
county-37135,37135,36.062525,-79.120033,21678
county-37137,37137,35.147575,-76.665268,2666
county-37139,37139,36.265199,-76.260691,6379
county-37141,37141,34.512556,-77.888106,10746
county-37143,37143,36.180897,-76.403244,2670
county-37145,37145,36.386357,-78.965633,7130
county-37147,37147,35.59249,-77.372739,24002
county-37149,37149,35.277901,-82.167621,4392
county-37151,37151,35.709915,-79.806215,23566
county-37153,37153,35.004636,-79.755695,6818
county-37155,37155,34.63921,-79.100881,17488
county-37157,37157,36.381806,-79.782754,16654
county-37159,37159,35.641355,-80.521721,24145
county-37161,37161,35.402747,-81.919582,11737
county-37163,37163,34.989298,-78.371261,9200
county-37165,37165,34.840023,-79.477337,5235
county-37167,37167,35.310449,-80.254374,10309
county-37169,37169,36.393797,-80.269921,8668
county-37171,37171,36.415416,-80.686463,12314
county-37173,37173,35.568849,-83.465614,2462
county-37175,37175,35.210103,-82.816666,6659
county-37177,37177,35.87042,-76.165345,531
county-37179,37179,34.99182,-80.530426,36133
county-37181,37181,36.365481,-78.405434,7135
county-37183,37183,35.789846,-78.650624,161171
county-37185,37185,36.398105,-78.099899,3612
county-37187,37187,35.844713,-76.572291,2300
county-37189,37189,36.235368,-81.709888,7463
county-37191,37191,35.35419,-78.00867,17888
county-37193,37193,36.208883,-81.166095,11424
county-37195,37195,35.700357,-77.921598,13059
county-37197,37197,36.158765,-80.665164,6598
county-37199,37199,35.889326,-82.303954,3642
