county_fips,county_name,state,centroid_lat,centroid_lon,eligible_population,poverty_pct,rurality_index,high_risk_index,population_weight_before,mean_travel_time_minutes_before,p90_travel_time_minutes_before,pct_over_45_minutes_before,travel_time_coverage_before,population_weight_after,mean_travel_time_minutes_after,p90_travel_time_minutes_after,pct_over_45_minutes_after,travel_time_coverage_after,population_nearest_facility_changed,population_newly_over_30_minutes,population_newly_over_45_minutes,population_newly_over_60_minutes,access_metric,mean_travel_time_delta,p90_travel_time_delta,pct_over_threshold_delta,shock_mean_travel_time_component,shock_p90_travel_time_component,shock_threshold_component,deterioration_component,vulnerability_poverty_component,vulnerability_rurality_component,vulnerability_risk_component,vulnerability_component,shock_score,alert_level
37021,Buncombe County,NC,35.609371,-82.530423,46208,11.835357,0.813252,0.264597,46208.0,15.055177242036013,25.734446601941748,0.020212950138504156,1.0,46208.0,15.055177242036013,25.734446601941748,0.020212950138504156,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3945119,0.813252,0.264597,0.48115946,0.0,NONE
37023,Burke County,NC,35.746182,-81.70618,15701,15.583884,0.9245,0.269193,15701.0,15.246813578752946,22.878,0.0,1.0,15701.0,15.246813578752946,22.878,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5194628,0.9245,0.269193,0.5658930200000001,0.0,NONE
37025,Cabarrus County,NC,35.388346,-80.552728,32937,9.272573,0.705974,0.207127,32937.0,11.905801985608889,16.870115384615385,0.0,1.0,32937.0,11.905801985608889,16.870115384615385,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30908576666666665,0.705974,0.207127,0.3975646066666666,0.0,NONE
37027,Caldwell County,NC,35.966396,-81.51254,14506,13.369044,0.925755,0.261383,14506.0,13.280497035709361,21.897150684931507,0.0,1.0,14506.0,13.280497035709361,21.897150684931507,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4456348,0.925755,0.261383,0.53439532,0.0,NONE
37029,Camden County,NC,36.342344,-76.162488,1569,6.141805,0.982724,0.0,1569.0,23.365270873167624,27.09505439330544,0.0,1.0,1569.0,23.365270873167624,27.09505439330544,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20472683333333333,0.982724,0.0,0.37670793333333336,0.0,NONE
37031,Carteret County,NC,34.858343,-76.53586,14625,10.065732,0.941428,0.186144,14625.0,16.631653333333336,28.71054166666667,0.0534017094017094,1.0,14625.0,16.631653333333336,28.71054166666667,0.0534017094017094,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355244,0.941428,0.186144,0.47248136,0.0,NONE
37033,Caswell County,NC,36.394298,-79.339609,4054,18.615854,0.979453,0.366152,4054.0,34.84627775037001,37.965773784355186,0.0,1.0,4054.0,34.84627775037001,37.965773784355186,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6205284666666666,0.979453,0.366152,0.6518928866666666,0.0,NONE
37035,Catawba County,NC,35.661883,-81.214906,27028,12.740925,0.817978,0.300558,27028.0,14.478691357111144,22.282191235059763,0.0,1.0,27028.0,14.478691357111144,22.282191235059763,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246975,0.817978,0.300558,0.5054398,0.0,NONE
37037,Chatham County,NC,35.704994,-79.251454,15038,11.045676,0.949896,0.093794,15038.0,19.358232477723103,27.88664583333334,0.0,1.0,15038.0,19.358232477723103,27.88664583333334,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3681892,0.949896,0.093794,0.46038267999999993,0.0,NONE
37039,Cherokee County,NC,35.13715,-84.061449,6336,12.363041,0.973884,0.346686,6336.0,22.884075126262626,37.75645986984816,0.0,1.0,6336.0,22.884075126262626,37.75645986984816,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4121013666666667,0.973884,0.346686,0.5610115466666666,0.0,NONE
37041,Chowan County,NC,36.128979,-76.602752,2870,19.088905,0.966949,0.660441,2870.0,14.386344947735191,17.175301204819277,0.0,1.0,2870.0,14.386344947735191,17.175301204819277,0.0,1.0,0.0,0.0,0.0,0.0,travel_time_minutes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6362968333333333,0.966949,0.660441,0.7427357333333333,0.0,NONE
